location_stand,position.lat,position.lng,banking,bike_stands,available_bike_stands,available_bikes,status,Time of Call
Grand Canal Dock,53.342638,-6.238695,FALSE,40,36,4,OPEN,23-08-2019 02:00
Merrion Square East,53.339434,-6.246548,FALSE,30,30,0,OPEN,23-08-2019 02:00
York Street West,53.339334,-6.264699,FALSE,40,40,0,OPEN,23-08-2019 02:00
St. Stephen's Green South,53.337494,-6.26199,TRUE,30,25,5,OPEN,23-08-2019 02:00
Denmark Street Great,53.35561,-6.261397,FALSE,20,14,6,OPEN,23-08-2019 02:00
Royal Hospital,53.343897,-6.29706,TRUE,40,1,39,OPEN,23-08-2019 02:00
Heuston Station (Car Park),53.346985,-6.297804,FALSE,40,6,34,OPEN,23-08-2019 02:00
Grangegorman Lower (North),53.355954,-6.278378,FALSE,36,23,13,OPEN,23-08-2019 02:00
St. Stephen's Green East,53.337824,-6.256035,TRUE,40,40,0,OPEN,23-08-2019 02:00
Heuston Station (Central),53.346603,-6.296924,FALSE,40,0,40,OPEN,23-08-2019 02:00
Townsend Street,53.345922,-6.254614,FALSE,20,11,9,OPEN,23-08-2019 02:00
George's Lane,53.35023,-6.279696,FALSE,40,0,40,OPEN,23-08-2019 02:00
Phibsborough Road,53.356307,-6.273717,FALSE,40,18,22,OPEN,23-08-2019 02:00
Eccles Street,53.359246,-6.269779,FALSE,20,4,16,OPEN,23-08-2019 02:00
Portobello Harbour,53.330362,-6.265163,FALSE,30,24,6,OPEN,23-08-2019 02:00
Mater Hospital,53.359967,-6.264828,FALSE,40,4,36,OPEN,23-08-2019 02:00
Blessington Street,53.356769,-6.26814,TRUE,20,8,12,OPEN,23-08-2019 02:00
James Street,53.343456,-6.287409,TRUE,40,28,12,OPEN,23-08-2019 02:00
Mountjoy Square East,53.356717,-6.256359,TRUE,40,0,40,OPEN,23-08-2019 02:00
Merrion Square West,53.339764,-6.251988,TRUE,20,18,2,OPEN,23-08-2019 02:00
Convention Centre,53.34744,-6.238523,TRUE,40,37,3,OPEN,23-08-2019 02:00
Hardwicke Street,53.355473,-6.264423,FALSE,16,8,8,OPEN,23-08-2019 02:00
Parkgate Street,53.347972,-6.291804,TRUE,38,8,30,OPEN,23-08-2019 02:00
Smithfield,53.347692,-6.278214,FALSE,30,0,0,CLOSED,23-08-2019 02:00
Dame Street,53.344007,-6.266802,TRUE,16,14,2,OPEN,23-08-2019 02:00
Heuston Bridge (South),53.347106,-6.292041,FALSE,25,0,25,OPEN,23-08-2019 02:00
Cathal Brugha Street,53.352149,-6.260533,FALSE,20,17,3,OPEN,23-08-2019 02:00
Sandwith Street,53.345203,-6.247163,TRUE,40,9,31,OPEN,23-08-2019 02:00
Buckingham Street Lower,53.353331,-6.249319,FALSE,29,1,28,OPEN,23-08-2019 02:00
Rothe Abbey,53.338776,-6.30395,TRUE,35,0,35,OPEN,23-08-2019 02:00
Charleville Road,53.359157,-6.281866,TRUE,40,22,18,OPEN,23-08-2019 02:00
Princes Street / O'Connell Street,53.349013,-6.260311,TRUE,23,23,0,OPEN,23-08-2019 02:00
Upper Sherrard Street,53.358437,-6.260641,FALSE,30,0,30,OPEN,23-08-2019 02:00
Fitzwilliam Square East,53.335211,-6.2509,TRUE,40,40,0,OPEN,23-08-2019 02:00
Grattan Street,53.339629,-6.243778,FALSE,23,23,0,OPEN,23-08-2019 02:00
St James Hospital (Luas),53.341359,-6.292951,FALSE,40,22,18,OPEN,23-08-2019 02:00
Harcourt Terrace,53.332763,-6.257942,FALSE,20,20,0,OPEN,23-08-2019 02:00
Bolton Street,53.351182,-6.269859,FALSE,20,2,17,OPEN,23-08-2019 02:00
Jervis Street,53.3483,-6.266651,TRUE,21,20,1,OPEN,23-08-2019 02:00
Ormond Quay Upper,53.346057,-6.268001,TRUE,29,29,0,OPEN,23-08-2019 02:00
Grangegorman Lower (South),53.354663,-6.278681,FALSE,40,35,5,OPEN,23-08-2019 02:00
Mountjoy Square West,53.356299,-6.258586,FALSE,30,0,30,OPEN,23-08-2019 02:00
Wilton Terrace,53.332383,-6.252717,TRUE,20,17,3,OPEN,23-08-2019 02:00
Emmet Road,53.340714,-6.308191,FALSE,40,0,40,OPEN,23-08-2019 02:00
Heuston Bridge (North),53.347802,-6.292432,FALSE,40,0,40,OPEN,23-08-2019 02:00
Leinster Street South,53.34218,-6.254485,FALSE,30,30,0,OPEN,23-08-2019 02:00
Blackhall Place,53.3488,-6.281637,FALSE,30,0,30,OPEN,23-08-2019 02:00
Smithfield North,53.349562,-6.278198,TRUE,30,0,30,OPEN,23-08-2019 02:05
Parnell Square North,53.353462,-6.265305,TRUE,20,11,9,OPEN,23-08-2019 02:05
Clonmel Street,53.336021,-6.26298,FALSE,33,32,1,OPEN,23-08-2019 02:05
Avondale Road,53.359405,-6.276142,FALSE,40,24,16,OPEN,23-08-2019 02:05
Mount Street Lower,53.33796,-6.24153,FALSE,40,39,1,OPEN,23-08-2019 02:05
Christchurch Place,53.343368,-6.27012,FALSE,20,20,0,OPEN,23-08-2019 02:05
Grantham Street,53.334123,-6.265436,TRUE,30,27,3,OPEN,23-08-2019 02:05
Pearse Street,53.344304,-6.250427,TRUE,30,30,0,OPEN,23-08-2019 02:05
York Street East,53.338755,-6.262003,FALSE,32,32,0,OPEN,23-08-2019 02:05
Excise Walk,53.347777,-6.244239,FALSE,40,28,11,OPEN,23-08-2019 02:05
Fitzwilliam Square West,53.336074,-6.252825,FALSE,30,30,0,OPEN,23-08-2019 02:05
Portobello Road,53.330091,-6.268044,TRUE,30,10,20,OPEN,23-08-2019 02:05
St. James Hospital (Central),53.339983,-6.295594,FALSE,40,24,16,OPEN,23-08-2019 02:05
Parnell Street,53.350929,-6.265125,FALSE,20,9,11,OPEN,23-08-2019 02:05
Frederick Street South,53.341515,-6.256853,TRUE,40,40,0,OPEN,23-08-2019 02:05
Fownes Street Upper,53.344603,-6.263371,FALSE,30,27,3,OPEN,23-08-2019 02:05
Custom House,53.348279,-6.254662,TRUE,30,24,6,OPEN,23-08-2019 02:05
Rathdown Road,53.35893,-6.280337,FALSE,40,37,3,OPEN,23-08-2019 02:05
North Circular Road (O'Connell's),53.357841,-6.251557,FALSE,30,0,30,OPEN,23-08-2019 02:05
Hanover Quay,53.344115,-6.237153,TRUE,40,38,2,OPEN,23-08-2019 02:05
Oliver Bond Street,53.343893,-6.280531,FALSE,30,18,12,OPEN,23-08-2019 02:05
Collins Barracks Museum,53.347477,-6.28525,TRUE,38,2,36,OPEN,23-08-2019 02:05
Brookfield Road,53.339005,-6.300217,FALSE,30,0,30,OPEN,23-08-2019 02:05
Benson Street,53.344153,-6.233451,FALSE,40,37,3,OPEN,23-08-2019 02:05
Earlsfort Terrace,53.334019,-6.258371,FALSE,30,30,0,OPEN,23-08-2019 02:05
Golden Lane,53.340803,-6.267732,FALSE,20,20,0,OPEN,23-08-2019 02:05
Deverell Place,53.351464,-6.255265,FALSE,30,7,23,OPEN,23-08-2019 02:05
Wilton Terrace (Park),53.333653,-6.248345,TRUE,40,40,0,OPEN,23-08-2019 02:05
John Street West,53.343105,-6.277167,FALSE,31,3,28,OPEN,23-08-2019 02:05
Fenian Street,53.341428,-6.24672,FALSE,35,34,1,OPEN,23-08-2019 02:05
Merrion Square South,53.338614,-6.248606,TRUE,40,40,0,OPEN,23-08-2019 02:05
South Dock Road,53.341833,-6.231291,FALSE,30,11,19,OPEN,23-08-2019 02:05
City Quay,53.346637,-6.246154,FALSE,30,30,0,OPEN,23-08-2019 02:05
Exchequer Street,53.343034,-6.263578,FALSE,24,23,1,OPEN,23-08-2019 02:05
The Point,53.346867,-6.230852,FALSE,40,22,18,OPEN,23-08-2019 02:05
Hatch Street,53.33403,-6.260714,FALSE,36,36,0,OPEN,23-08-2019 02:05
Lime Street,53.346026,-6.243576,FALSE,40,38,2,OPEN,23-08-2019 02:05
Charlemont Street,53.330662,-6.260177,FALSE,40,39,1,OPEN,23-08-2019 02:05
Kilmainham Gaol,53.342113,-6.310015,TRUE,40,6,34,OPEN,23-08-2019 02:05
Hardwicke Place,53.357043,-6.263232,TRUE,25,9,16,OPEN,23-08-2019 02:05
Wolfe Tone Street,53.348875,-6.267459,FALSE,29,29,0,OPEN,23-08-2019 02:05
Francis Street,53.342081,-6.275233,FALSE,30,13,17,OPEN,23-08-2019 02:05
Greek Street,53.346874,-6.272976,FALSE,20,10,10,OPEN,23-08-2019 02:05
Guild Street,53.347932,-6.240928,FALSE,40,37,3,OPEN,23-08-2019 02:05
Herbert Place,53.334432,-6.245575,FALSE,30,29,1,OPEN,23-08-2019 02:05
High Street,53.343565,-6.275071,TRUE,29,29,0,OPEN,23-08-2019 02:05
North Circular Road,53.359624,-6.260348,FALSE,30,0,25,OPEN,23-08-2019 02:05
Western Way,53.354929,-6.269425,FALSE,40,32,8,OPEN,23-08-2019 02:05
Talbot Street,53.350974,-6.25294,FALSE,40,22,18,OPEN,23-08-2019 02:05
Newman House,53.337132,-6.26059,FALSE,40,40,0,OPEN,23-08-2019 02:05
Sir Patrick's Dun,53.339218,-6.240642,TRUE,40,35,5,OPEN,23-08-2019 02:05
New Central Bank,53.347122,-6.234749,FALSE,40,28,12,OPEN,23-08-2019 02:05
Grangegorman Lower (Central),53.355173,-6.278424,TRUE,40,33,7,OPEN,23-08-2019 02:05
King Street North,53.350291,-6.273507,FALSE,30,0,30,OPEN,23-08-2019 02:05
Killarney Street,53.354845,-6.247579,FALSE,30,0,30,OPEN,23-08-2019 02:05
Herbert Street,53.335742,-6.24551,FALSE,40,39,1,OPEN,23-08-2019 02:05
Custom House Quay,53.347884,-6.248048,FALSE,30,30,0,OPEN,23-08-2019 02:05
Molesworth Street,53.341288,-6.258117,FALSE,20,20,0,OPEN,23-08-2019 02:05
Georges Quay,53.347508,-6.252192,FALSE,20,18,2,OPEN,23-08-2019 02:05
Kilmainham Lane,53.341805,-6.305085,FALSE,30,5,25,OPEN,23-08-2019 02:05
Mount Brown,53.341645,-6.29719,FALSE,22,0,22,OPEN,23-08-2019 02:05
Market Street South,53.342296,-6.287661,FALSE,38,23,15,OPEN,23-08-2019 02:05
Kevin Street,53.337757,-6.267699,TRUE,40,24,16,OPEN,23-08-2019 02:05
Eccles Street East,53.358115,-6.265601,FALSE,27,16,11,OPEN,23-08-2019 02:05
Grand Canal Dock,53.342638,-6.238695,FALSE,40,36,4,OPEN,23-08-2019 02:05
Merrion Square East,53.339434,-6.246548,FALSE,30,30,0,OPEN,23-08-2019 02:05
York Street West,53.339334,-6.264699,FALSE,40,40,0,OPEN,23-08-2019 02:05
St. Stephen's Green South,53.337494,-6.26199,TRUE,30,25,5,OPEN,23-08-2019 02:05
Denmark Street Great,53.35561,-6.261397,FALSE,20,14,6,OPEN,23-08-2019 02:05
Royal Hospital,53.343897,-6.29706,TRUE,40,1,39,OPEN,23-08-2019 02:05
Heuston Station (Car Park),53.346985,-6.297804,FALSE,40,6,34,OPEN,23-08-2019 02:05
Grangegorman Lower (North),53.355954,-6.278378,FALSE,36,23,13,OPEN,23-08-2019 02:05
St. Stephen's Green East,53.337824,-6.256035,TRUE,40,40,0,OPEN,23-08-2019 02:05
Heuston Station (Central),53.346603,-6.296924,FALSE,40,0,40,OPEN,23-08-2019 02:05
Townsend Street,53.345922,-6.254614,FALSE,20,11,9,OPEN,23-08-2019 02:05
George's Lane,53.35023,-6.279696,FALSE,40,0,40,OPEN,23-08-2019 02:05
Phibsborough Road,53.356307,-6.273717,FALSE,40,18,22,OPEN,23-08-2019 02:05
Eccles Street,53.359246,-6.269779,FALSE,20,4,16,OPEN,23-08-2019 02:05
Portobello Harbour,53.330362,-6.265163,FALSE,30,24,6,OPEN,23-08-2019 02:05
Mater Hospital,53.359967,-6.264828,FALSE,40,4,36,OPEN,23-08-2019 02:05
Blessington Street,53.356769,-6.26814,TRUE,20,8,12,OPEN,23-08-2019 02:05
James Street,53.343456,-6.287409,TRUE,40,28,12,OPEN,23-08-2019 02:05
Mountjoy Square East,53.356717,-6.256359,TRUE,40,0,40,OPEN,23-08-2019 02:05
Merrion Square West,53.339764,-6.251988,TRUE,20,18,2,OPEN,23-08-2019 02:05
Convention Centre,53.34744,-6.238523,TRUE,40,37,3,OPEN,23-08-2019 02:05
Hardwicke Street,53.355473,-6.264423,FALSE,16,8,8,OPEN,23-08-2019 02:05
Parkgate Street,53.347972,-6.291804,TRUE,38,8,30,OPEN,23-08-2019 02:05
Smithfield,53.347692,-6.278214,FALSE,30,0,0,CLOSED,23-08-2019 02:05
Dame Street,53.344007,-6.266802,TRUE,16,14,2,OPEN,23-08-2019 02:05
Heuston Bridge (South),53.347106,-6.292041,FALSE,25,0,25,OPEN,23-08-2019 02:05
Cathal Brugha Street,53.352149,-6.260533,FALSE,20,17,3,OPEN,23-08-2019 02:05
Sandwith Street,53.345203,-6.247163,TRUE,40,9,31,OPEN,23-08-2019 02:05
Buckingham Street Lower,53.353331,-6.249319,FALSE,29,1,28,OPEN,23-08-2019 02:05
Rothe Abbey,53.338776,-6.30395,TRUE,35,0,35,OPEN,23-08-2019 02:05
Charleville Road,53.359157,-6.281866,TRUE,40,22,18,OPEN,23-08-2019 02:05
Princes Street / O'Connell Street,53.349013,-6.260311,TRUE,23,23,0,OPEN,23-08-2019 02:05
Upper Sherrard Street,53.358437,-6.260641,FALSE,30,0,30,OPEN,23-08-2019 02:05
Fitzwilliam Square East,53.335211,-6.2509,TRUE,40,40,0,OPEN,23-08-2019 02:05
Grattan Street,53.339629,-6.243778,FALSE,23,23,0,OPEN,23-08-2019 02:05
St James Hospital (Luas),53.341359,-6.292951,FALSE,40,22,18,OPEN,23-08-2019 02:05
Harcourt Terrace,53.332763,-6.257942,FALSE,20,20,0,OPEN,23-08-2019 02:05
Bolton Street,53.351182,-6.269859,FALSE,20,2,17,OPEN,23-08-2019 02:05
Jervis Street,53.3483,-6.266651,TRUE,21,20,1,OPEN,23-08-2019 02:05
Ormond Quay Upper,53.346057,-6.268001,TRUE,29,29,0,OPEN,23-08-2019 02:05
Grangegorman Lower (South),53.354663,-6.278681,FALSE,40,35,5,OPEN,23-08-2019 02:05
Mountjoy Square West,53.356299,-6.258586,FALSE,30,0,30,OPEN,23-08-2019 02:05
Wilton Terrace,53.332383,-6.252717,TRUE,20,17,3,OPEN,23-08-2019 02:05
Emmet Road,53.340714,-6.308191,FALSE,40,0,40,OPEN,23-08-2019 02:05
Heuston Bridge (North),53.347802,-6.292432,FALSE,40,0,40,OPEN,23-08-2019 02:05
Leinster Street South,53.34218,-6.254485,FALSE,30,30,0,OPEN,23-08-2019 02:05
Blackhall Place,53.3488,-6.281637,FALSE,30,0,30,OPEN,23-08-2019 02:05
Smithfield North,53.349562,-6.278198,TRUE,30,0,30,OPEN,23-08-2019 02:10
Parnell Square North,53.353462,-6.265305,TRUE,20,11,9,OPEN,23-08-2019 02:10
Clonmel Street,53.336021,-6.26298,FALSE,33,32,1,OPEN,23-08-2019 02:10
Avondale Road,53.359405,-6.276142,FALSE,40,24,16,OPEN,23-08-2019 02:10
Mount Street Lower,53.33796,-6.24153,FALSE,40,39,1,OPEN,23-08-2019 02:10
Christchurch Place,53.343368,-6.27012,FALSE,20,20,0,OPEN,23-08-2019 02:10
Grantham Street,53.334123,-6.265436,TRUE,30,27,3,OPEN,23-08-2019 02:10
Pearse Street,53.344304,-6.250427,TRUE,30,30,0,OPEN,23-08-2019 02:10
York Street East,53.338755,-6.262003,FALSE,32,32,0,OPEN,23-08-2019 02:10
Excise Walk,53.347777,-6.244239,FALSE,40,28,11,OPEN,23-08-2019 02:10
Fitzwilliam Square West,53.336074,-6.252825,FALSE,30,30,0,OPEN,23-08-2019 02:10
Portobello Road,53.330091,-6.268044,TRUE,30,10,20,OPEN,23-08-2019 02:10
St. James Hospital (Central),53.339983,-6.295594,FALSE,40,24,16,OPEN,23-08-2019 02:10
Parnell Street,53.350929,-6.265125,FALSE,20,9,11,OPEN,23-08-2019 02:10
Frederick Street South,53.341515,-6.256853,TRUE,40,40,0,OPEN,23-08-2019 02:10
Fownes Street Upper,53.344603,-6.263371,FALSE,30,27,3,OPEN,23-08-2019 02:10
Custom House,53.348279,-6.254662,TRUE,30,24,6,OPEN,23-08-2019 02:10
Rathdown Road,53.35893,-6.280337,FALSE,40,37,3,OPEN,23-08-2019 02:10
North Circular Road (O'Connell's),53.357841,-6.251557,FALSE,30,0,30,OPEN,23-08-2019 02:10
Hanover Quay,53.344115,-6.237153,TRUE,40,38,2,OPEN,23-08-2019 02:10
Oliver Bond Street,53.343893,-6.280531,FALSE,30,18,12,OPEN,23-08-2019 02:10
Collins Barracks Museum,53.347477,-6.28525,TRUE,38,2,36,OPEN,23-08-2019 02:10
Brookfield Road,53.339005,-6.300217,FALSE,30,0,30,OPEN,23-08-2019 02:10
Benson Street,53.344153,-6.233451,FALSE,40,37,3,OPEN,23-08-2019 02:10
Earlsfort Terrace,53.334019,-6.258371,FALSE,30,30,0,OPEN,23-08-2019 02:10
Golden Lane,53.340803,-6.267732,FALSE,20,20,0,OPEN,23-08-2019 02:10
Deverell Place,53.351464,-6.255265,FALSE,30,7,23,OPEN,23-08-2019 02:10
Wilton Terrace (Park),53.333653,-6.248345,TRUE,40,40,0,OPEN,23-08-2019 02:10
John Street West,53.343105,-6.277167,FALSE,31,3,28,OPEN,23-08-2019 02:10
Fenian Street,53.341428,-6.24672,FALSE,35,34,1,OPEN,23-08-2019 02:10
Merrion Square South,53.338614,-6.248606,TRUE,40,40,0,OPEN,23-08-2019 02:10
South Dock Road,53.341833,-6.231291,FALSE,30,11,19,OPEN,23-08-2019 02:10
City Quay,53.346637,-6.246154,FALSE,30,30,0,OPEN,23-08-2019 02:10
Exchequer Street,53.343034,-6.263578,FALSE,24,23,1,OPEN,23-08-2019 02:10
The Point,53.346867,-6.230852,FALSE,40,22,18,OPEN,23-08-2019 02:10
Hatch Street,53.33403,-6.260714,FALSE,36,36,0,OPEN,23-08-2019 02:10
Lime Street,53.346026,-6.243576,FALSE,40,38,2,OPEN,23-08-2019 02:10
Charlemont Street,53.330662,-6.260177,FALSE,40,39,1,OPEN,23-08-2019 02:10
Kilmainham Gaol,53.342113,-6.310015,TRUE,40,6,34,OPEN,23-08-2019 02:10
Hardwicke Place,53.357043,-6.263232,TRUE,25,9,16,OPEN,23-08-2019 02:10
Wolfe Tone Street,53.348875,-6.267459,FALSE,29,29,0,OPEN,23-08-2019 02:10
Francis Street,53.342081,-6.275233,FALSE,30,13,17,OPEN,23-08-2019 02:10
Greek Street,53.346874,-6.272976,FALSE,20,10,10,OPEN,23-08-2019 02:10
Guild Street,53.347932,-6.240928,FALSE,40,37,3,OPEN,23-08-2019 02:10
Herbert Place,53.334432,-6.245575,FALSE,30,29,1,OPEN,23-08-2019 02:10
High Street,53.343565,-6.275071,TRUE,29,29,0,OPEN,23-08-2019 02:10
North Circular Road,53.359624,-6.260348,FALSE,30,0,25,OPEN,23-08-2019 02:10
Western Way,53.354929,-6.269425,FALSE,40,32,8,OPEN,23-08-2019 02:10
Talbot Street,53.350974,-6.25294,FALSE,40,22,18,OPEN,23-08-2019 02:10
Newman House,53.337132,-6.26059,FALSE,40,40,0,OPEN,23-08-2019 02:10
Sir Patrick's Dun,53.339218,-6.240642,TRUE,40,35,5,OPEN,23-08-2019 02:10
New Central Bank,53.347122,-6.234749,FALSE,40,28,12,OPEN,23-08-2019 02:10
Grangegorman Lower (Central),53.355173,-6.278424,TRUE,40,33,7,OPEN,23-08-2019 02:10
King Street North,53.350291,-6.273507,FALSE,30,0,30,OPEN,23-08-2019 02:10
Killarney Street,53.354845,-6.247579,FALSE,30,0,30,OPEN,23-08-2019 02:10
Herbert Street,53.335742,-6.24551,FALSE,40,39,1,OPEN,23-08-2019 02:10
Custom House Quay,53.347884,-6.248048,FALSE,30,30,0,OPEN,23-08-2019 02:10
Molesworth Street,53.341288,-6.258117,FALSE,20,20,0,OPEN,23-08-2019 02:10
Georges Quay,53.347508,-6.252192,FALSE,20,18,2,OPEN,23-08-2019 02:10
Kilmainham Lane,53.341805,-6.305085,FALSE,30,5,25,OPEN,23-08-2019 02:10
Mount Brown,53.341645,-6.29719,FALSE,22,0,22,OPEN,23-08-2019 02:10
Market Street South,53.342296,-6.287661,FALSE,38,23,15,OPEN,23-08-2019 02:10
Kevin Street,53.337757,-6.267699,TRUE,40,24,16,OPEN,23-08-2019 02:10
Eccles Street East,53.358115,-6.265601,FALSE,27,16,11,OPEN,23-08-2019 02:10
Grand Canal Dock,53.342638,-6.238695,FALSE,40,36,4,OPEN,23-08-2019 02:10
Merrion Square East,53.339434,-6.246548,FALSE,30,30,0,OPEN,23-08-2019 02:10
York Street West,53.339334,-6.264699,FALSE,40,40,0,OPEN,23-08-2019 02:10
St. Stephen's Green South,53.337494,-6.26199,TRUE,30,25,5,OPEN,23-08-2019 02:10
Denmark Street Great,53.35561,-6.261397,FALSE,20,14,6,OPEN,23-08-2019 02:10
Royal Hospital,53.343897,-6.29706,TRUE,40,1,39,OPEN,23-08-2019 02:10
Heuston Station (Car Park),53.346985,-6.297804,FALSE,40,6,34,OPEN,23-08-2019 02:10
Grangegorman Lower (North),53.355954,-6.278378,FALSE,36,23,13,OPEN,23-08-2019 02:10
St. Stephen's Green East,53.337824,-6.256035,TRUE,40,40,0,OPEN,23-08-2019 02:10
Heuston Station (Central),53.346603,-6.296924,FALSE,40,0,40,OPEN,23-08-2019 02:10
Townsend Street,53.345922,-6.254614,FALSE,20,11,9,OPEN,23-08-2019 02:10
George's Lane,53.35023,-6.279696,FALSE,40,0,40,OPEN,23-08-2019 02:10
Phibsborough Road,53.356307,-6.273717,FALSE,40,18,22,OPEN,23-08-2019 02:10
Eccles Street,53.359246,-6.269779,FALSE,20,4,16,OPEN,23-08-2019 02:10
Portobello Harbour,53.330362,-6.265163,FALSE,30,24,6,OPEN,23-08-2019 02:10
Mater Hospital,53.359967,-6.264828,FALSE,40,4,36,OPEN,23-08-2019 02:10
Blessington Street,53.356769,-6.26814,TRUE,20,8,12,OPEN,23-08-2019 02:10
James Street,53.343456,-6.287409,TRUE,40,28,12,OPEN,23-08-2019 02:10
Mountjoy Square East,53.356717,-6.256359,TRUE,40,0,40,OPEN,23-08-2019 02:10
Merrion Square West,53.339764,-6.251988,TRUE,20,18,2,OPEN,23-08-2019 02:10
Convention Centre,53.34744,-6.238523,TRUE,40,37,3,OPEN,23-08-2019 02:10
Hardwicke Street,53.355473,-6.264423,FALSE,16,8,8,OPEN,23-08-2019 02:10
Parkgate Street,53.347972,-6.291804,TRUE,38,8,30,OPEN,23-08-2019 02:10
Smithfield,53.347692,-6.278214,FALSE,30,0,0,CLOSED,23-08-2019 02:10
Dame Street,53.344007,-6.266802,TRUE,16,14,2,OPEN,23-08-2019 02:10
Heuston Bridge (South),53.347106,-6.292041,FALSE,25,0,25,OPEN,23-08-2019 02:10
Cathal Brugha Street,53.352149,-6.260533,FALSE,20,17,3,OPEN,23-08-2019 02:10
Sandwith Street,53.345203,-6.247163,TRUE,40,9,31,OPEN,23-08-2019 02:10
Buckingham Street Lower,53.353331,-6.249319,FALSE,29,1,28,OPEN,23-08-2019 02:10
Rothe Abbey,53.338776,-6.30395,TRUE,35,0,35,OPEN,23-08-2019 02:10
Charleville Road,53.359157,-6.281866,TRUE,40,22,18,OPEN,23-08-2019 02:10
Princes Street / O'Connell Street,53.349013,-6.260311,TRUE,23,23,0,OPEN,23-08-2019 02:10
Upper Sherrard Street,53.358437,-6.260641,FALSE,30,0,30,OPEN,23-08-2019 02:10
Fitzwilliam Square East,53.335211,-6.2509,TRUE,40,40,0,OPEN,23-08-2019 02:10
Grattan Street,53.339629,-6.243778,FALSE,23,23,0,OPEN,23-08-2019 02:10
St James Hospital (Luas),53.341359,-6.292951,FALSE,40,22,18,OPEN,23-08-2019 02:10
Harcourt Terrace,53.332763,-6.257942,FALSE,20,20,0,OPEN,23-08-2019 02:10
Bolton Street,53.351182,-6.269859,FALSE,20,2,17,OPEN,23-08-2019 02:10
Jervis Street,53.3483,-6.266651,TRUE,21,20,1,OPEN,23-08-2019 02:10
Ormond Quay Upper,53.346057,-6.268001,TRUE,29,29,0,OPEN,23-08-2019 02:10
Grangegorman Lower (South),53.354663,-6.278681,FALSE,40,35,5,OPEN,23-08-2019 02:10
Mountjoy Square West,53.356299,-6.258586,FALSE,30,0,30,OPEN,23-08-2019 02:10
Wilton Terrace,53.332383,-6.252717,TRUE,20,17,3,OPEN,23-08-2019 02:10
Emmet Road,53.340714,-6.308191,FALSE,40,0,40,OPEN,23-08-2019 02:10
Heuston Bridge (North),53.347802,-6.292432,FALSE,40,0,40,OPEN,23-08-2019 02:10
Leinster Street South,53.34218,-6.254485,FALSE,30,30,0,OPEN,23-08-2019 02:10
Blackhall Place,53.3488,-6.281637,FALSE,30,0,30,OPEN,23-08-2019 02:10
Smithfield North,53.349562,-6.278198,TRUE,30,0,30,OPEN,23-08-2019 02:15
Parnell Square North,53.353462,-6.265305,TRUE,20,11,9,OPEN,23-08-2019 02:15
Clonmel Street,53.336021,-6.26298,FALSE,33,32,1,OPEN,23-08-2019 02:15
Avondale Road,53.359405,-6.276142,FALSE,40,24,16,OPEN,23-08-2019 02:15
Mount Street Lower,53.33796,-6.24153,FALSE,40,39,1,OPEN,23-08-2019 02:15
Christchurch Place,53.343368,-6.27012,FALSE,20,20,0,OPEN,23-08-2019 02:15
Grantham Street,53.334123,-6.265436,TRUE,30,27,3,OPEN,23-08-2019 02:15
Pearse Street,53.344304,-6.250427,TRUE,30,30,0,OPEN,23-08-2019 02:15
York Street East,53.338755,-6.262003,FALSE,32,32,0,OPEN,23-08-2019 02:15
Excise Walk,53.347777,-6.244239,FALSE,40,28,11,OPEN,23-08-2019 02:15
Fitzwilliam Square West,53.336074,-6.252825,FALSE,30,30,0,OPEN,23-08-2019 02:15
Portobello Road,53.330091,-6.268044,TRUE,30,10,20,OPEN,23-08-2019 02:15
St. James Hospital (Central),53.339983,-6.295594,FALSE,40,24,16,OPEN,23-08-2019 02:15
Parnell Street,53.350929,-6.265125,FALSE,20,9,11,OPEN,23-08-2019 02:15
Frederick Street South,53.341515,-6.256853,TRUE,40,40,0,OPEN,23-08-2019 02:15
Fownes Street Upper,53.344603,-6.263371,FALSE,30,27,3,OPEN,23-08-2019 02:15
Custom House,53.348279,-6.254662,TRUE,30,24,6,OPEN,23-08-2019 02:15
Rathdown Road,53.35893,-6.280337,FALSE,40,37,3,OPEN,23-08-2019 02:15
North Circular Road (O'Connell's),53.357841,-6.251557,FALSE,30,0,30,OPEN,23-08-2019 02:15
Hanover Quay,53.344115,-6.237153,TRUE,40,38,2,OPEN,23-08-2019 02:15
Oliver Bond Street,53.343893,-6.280531,FALSE,30,18,12,OPEN,23-08-2019 02:15
Collins Barracks Museum,53.347477,-6.28525,TRUE,38,2,36,OPEN,23-08-2019 02:15
Brookfield Road,53.339005,-6.300217,FALSE,30,0,30,OPEN,23-08-2019 02:15
Benson Street,53.344153,-6.233451,FALSE,40,37,3,OPEN,23-08-2019 02:15
Earlsfort Terrace,53.334019,-6.258371,FALSE,30,30,0,OPEN,23-08-2019 02:15
Golden Lane,53.340803,-6.267732,FALSE,20,20,0,OPEN,23-08-2019 02:15
Deverell Place,53.351464,-6.255265,FALSE,30,7,23,OPEN,23-08-2019 02:15
Wilton Terrace (Park),53.333653,-6.248345,TRUE,40,40,0,OPEN,23-08-2019 02:15
John Street West,53.343105,-6.277167,FALSE,31,3,28,OPEN,23-08-2019 02:15
Fenian Street,53.341428,-6.24672,FALSE,35,34,1,OPEN,23-08-2019 02:15
Merrion Square South,53.338614,-6.248606,TRUE,40,40,0,OPEN,23-08-2019 02:15
South Dock Road,53.341833,-6.231291,FALSE,30,11,19,OPEN,23-08-2019 02:15
